REPORT_DATE,RESPONDERS SHIFT,METHOD,OFFENSE,BLOCK,WARD,ANC,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER,LATITUDE,LONGITUDE
2025-11-10 03:00:54+00:00,EVENING,OTHERS,THEFT/OTHER,4500 - 4599 BLOCK OF GEORGIA AVENUE NW,4,4E,2501,Cluster 18,38.94559224,-77.02647216
2025-11-12 09:25:18+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF NEW JERSEY AVENUE SE,6,8F,7202,Cluster 27,38.8799065,-77.00539898
2025-11-13 01:54:08+00:00,EVENING,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,5C,9102,Cluster 22,38.92015701,-76.99030597
2025-11-18 22:36:23+00:00,EVENING,OTHERS,THEFT F/AUTO,100 - 299 BLOCK OF O STREET NW,5,5E,4600,Cluster 21,38.90856874,-77.01367027
2025-11-26 15:37:31+00:00,DAY,OTHERS,THEFT/OTHER,1800 - 1869 BLOCK OF BENNING ROAD NE,5,5D,8904,Cluster 23,38.89899455,-76.97698994
2025-11-24 15:18:54+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3901 - 3998 BLOCK OF PENNSYLVANIA AVENUE SE,7,7B,7603,Cluster 35,38.86452991,-76.9487187
2025-11-26 02:17:38+00:00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF CENTRAL PLACE NE,5,5D,8803,Cluster 23,38.91251962,-76.98559023
2025-11-17 18:33:40+00:00,DAY,OTHERS,THEFT/OTHER,1900 - 1920 BLOCK OF 14TH STREET NW,2,2F,4300,Cluster 3,38.91592868,-77.0319536
2025-11-17 19:02:33+00:00,DAY,OTHERS,THEFT/OTHER,1900 - 1923 BLOCK OF 3RD STREET NW,1,1B,3400,Cluster 3,38.91650365,-77.01581803
2025-11-19 12:32:29+00:00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF N STREET NW,2,2F,4902,Cluster 7,38.90723798,-77.02651189
2025-11-20 14:01:33+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1271 BLOCK OF QUINCY STREET NW,4,4C,2503,Cluster 18,38.93760564,-77.02814951
2025-11-26 14:01:38+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 13TH STREET NW,2,2F,5004,Cluster 7,38.90644405,-77.02962195
2025-10-31 18:05:29+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3800 - 3899 BLOCK OF COMMODORE JOSHUA BARNEY DRIVE NE,5,5C,9000,Cluster 24,38.92337211,-76.9507669
2025-11-09 02:57:33+00:00,EVENING,OTHERS,THEFT/OTHER,4500 - 4599 BLOCK OF 40TH STREET NW,3,3E,1100,Cluster 11,38.94879161,-77.07874589
2025-11-06 21:37:03+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF MARYLAND AVENUE NE,5,5D,8904,Cluster 23,38.90074304,-76.9819168
2025-11-08 02:13:10+00:00,EVENING,OTHERS,THEFT F/AUTO,4600 - 4699 BLOCK OF 8TH STREET NW,4,4D,2201,Cluster 18,38.94674205,-77.02357596
2025-11-10 03:53:24+00:00,EVENING,OTHERS,THEFT/OTHER,4660 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8,8D,10900,Cluster 39,38.82162568,-77.01108117
2025-11-21 01:40:06+00:00,EVENING,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,4,4C,2503,Cluster 18,38.94134166,-77.02537835
2025-11-21 17:05:22+00:00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,2,2C,10100,Cluster 8,38.90092298,-77.02755147
2025-11-23 00:58:15+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 319 BLOCK OF L STREET NE,6,6C,10602,Cluster 25,38.90372763,-77.00167156
2025-11-24 16:18:23+00:00,DAY,OTHERS,THEFT F/AUTO,4200 - 4349 BLOCK OF MASSACHUSETTS AVENUE NW,3,3A,1002,Cluster 14,38.93583885,-77.0830611
2025-11-25 16:36:51+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 299 BLOCK OF H STREET NE,6,6E,4702,Cluster 8,38.90020714,-77.00555073
2025-11-03 14:00:46+00:00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF IRVING STREET NW,5,5E,2302,Cluster 21,38.93122672,-77.01391243
2025-11-04 03:57:28+00:00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF PENNSYLVANIA AVENUE NW,2,2A,10800,Cluster 5,38.89920615,-77.04058121
2025-11-07 05:16:14+00:00,MIDNIGHT,GUN,ROBBERY,4800 - 5010 BLOCK OF FORT TOTTEN DRIVE NE,5,5A,9510,Cluster 19,38.95009801,-77.00680653
2025-11-01 10:31:07+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF K STREET NW,2,2C,10100,Cluster 6,38.90252403,-77.03556009
2025-11-02 10:01:58+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1900 - 1999 BLOCK OF 8TH STREET NW,1,1B,4402,Cluster 3,38.91614096,-77.02294272
2025-11-04 21:13:27+00:00,EVENING,OTHERS,THEFT/OTHER,3101 - 3199 BLOCK OF 16TH STREET NW,1,1A,2802,Cluster 2,38.92980792,-77.03646808
2025-11-06 16:16:30+00:00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF MOUNT PLEASANT STREET NW,1,1D,2702,Cluster 2,38.93184015,-77.03858249
2025-11-06 17:00:24+00:00,DAY,OTHERS,THEFT/OTHER,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,4B,1901,Cluster 17,38.96197956,-77.02794983
2025-11-17 23:10:17+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,5,5D,8803,Cluster 23,38.9164774,-76.98271559
2025-11-27 05:49:31+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 11TH STREET NW,2,2F,5004,Cluster 7,38.9064436,-77.02703744
2025-11-01 16:00:40+00:00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,1,1A,2802,Cluster 2,38.92951689,-77.03272986
2025-11-02 19:05:32+00:00,DAY,OTHERS,THEFT F/AUTO,1424 - 1499 BLOCK OF G STREET NE,6,6A,8001,Cluster 25,38.89890601,-76.98410805
2025-11-02 20:56:51+00:00,EVENING,OTHERS,THEFT/OTHER,2600 - 2639 BLOCK OF BOWEN ROAD SE,8,8B,7407,Cluster 37,38.8593388,-76.99186516
2025-11-23 19:03:54+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,2350 - 2399 BLOCK OF POMEROY ROAD SE,8,8B,7407,Cluster 37,38.85639734,-76.98664653
2025-11-24 00:41:54+00:00,EVENING,OTHERS,THEFT F/AUTO,3400 - 3599 BLOCK OF COMMODORE JOSHUA BARNEY DRIVE NE,5,5C,9000,Cluster 24,38.92642679,-76.95655478
2025-11-27 02:27:12+00:00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF 14TH PLACE NE,6,6A,8001,Cluster 25,38.89417794,-76.9845702
2025-11-18 08:45:36+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF POPLAR LANE NW,4,4A,1600,Cluster 16,38.98699205,-77.04092219
2025-11-18 22:37:57+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,534 - 699 BLOCK OF RIGGS ROAD NE,4,4B,9505,Cluster 19,38.96145905,-76.99775503
2025-11-18 04:52:06+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1800 - 1899 BLOCK OF MASSACHUSETTS AVENUE SE,7,7D,6802,Cluster 26,38.88489731,-76.97818809
2025-11-19 03:14:52+00:00,EVENING,OTHERS,ROBBERY,800 - 899 BLOCK OF XENIA STREET SE,8,8E,9801,Cluster 39,38.83301994,-76.99322243
2025-11-21 01:11:47+00:00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF MORSE STREET NE,5,5D,8803,Cluster 23,38.90764222,-76.99946492
2025-11-22 18:55:37+00:00,DAY,OTHERS,THEFT/OTHER,2700 - 2845 BLOCK OF ALABAMA AVENUE SE,7,7B,7603,Cluster 35,38.85947756,-76.96763707
2025-11-25 19:45:45+00:00,DAY,OTHERS,THEFT/OTHER,100 - 208 BLOCK OF M STREET NE,6,6E,10601,Cluster 25,38.90564363,-77.00447272
2025-11-01 00:19:14+00:00,EVENING,GUN,ROBBERY,4500 - 4599 BLOCK OF Q STREET NW,3,3D,802,Cluster 13,38.90958257,-77.08578244
2025-11-03 01:14:51+00:00,EVENING,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,3,3A,1002,Cluster 14,38.93475141,-77.07328988
2025-11-04 03:27:19+00:00,EVENING,OTHERS,BURGLARY,1200 - 1299 BLOCK OF WYLIE STREET NE,6,6A,8410,Cluster 25,38.9007598,-76.98927567
2025-11-06 15:58:52+00:00,DAY,OTHERS,THEFT/OTHER,1600 - 1632 BLOCK OF 1ST STREET NW,5,5E,4600,Cluster 21,38.9116185,-77.01216146
2025-11-01 01:41:47+00:00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF CARROLLSBURG PLACE SW,6,6D,6400,Cluster 9,38.87554696,-77.0099014
2025-11-06 23:14:44+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF STAPLES STREET NE,5,5D,8802,Cluster 23,38.90137927,-76.98561738
2025-11-07 07:19:37+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF 12TH STREET NW,2,2C,5802,Cluster 8,38.89782875,-77.02808436
2025-10-31 12:47:54+00:00,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,2,2E,202,Cluster 4,38.90515109,-77.0639959
2025-11-05 03:28:12+00:00,EVENING,OTHERS,BURGLARY,4400 - 4699 BLOCK OF CLAY STREET NE,7,7F,7803,Cluster 30,38.89385881,-76.93703573
2025-11-04 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,3500 - 3527 BLOCK OF MINNESOTA AVENUE SE,7,7B,7708,Cluster 32,38.88639654,-76.95551588
2025-11-17 21:03:27+00:00,EVENING,OTHERS,THEFT/OTHER,2111 - 2199 BLOCK OF WISCONSIN AVENUE NW,3,3B,300,Cluster 14,38.91846071,-77.07001316
2025-11-27 03:32:15+00:00,EVENING,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF F STREET NE,6,6C,8301,Cluster 25,38.8973378,-77.00277381
2025-11-28 00:27:33+00:00,EVENING,OTHERS,THEFT/OTHER,1326 - 1399 BLOCK OF PARK ROAD NW,1,1A,2900,Cluster 2,38.93060021,-77.03181359
2025-11-19 16:44:52+00:00,DAY,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF 8TH STREET NW,1,1B,4402,Cluster 3,38.91614096,-77.02294272
2025-11-06 14:31:54+00:00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 1ST STREET SE,6,8F,7202,Cluster 27,38.87884442,-77.00588018
2025-11-17 21:03:15+00:00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF D STREET NE,6,6A,8100,Cluster 25,38.8947846,-76.99208751
2025-11-17 22:03:32+00:00,EVENING,OTHERS,THEFT/OTHER,1600 - 1628 BLOCK OF 13TH STREET NW,2,2F,5001,Cluster 7,38.91149557,-77.02962116
2025-11-21 02:01:27+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW HAMPSHIRE AVENUE NW,2,2B,4202,Cluster 6,38.91063481,-77.0425139
2025-11-01 23:36:38+00:00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 13TH STREET NW,1,1B,4401,Cluster 3,38.91864774,-77.02961998
2025-11-02 15:15:59+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,6,6E,10601,Cluster 25,38.90604399,-77.00588449
2025-11-02 22:45:38+00:00,EVENING,OTHERS,THEFT/OTHER,2483 - 2499 BLOCK OF ALABAMA AVENUE SE,8,8B,7502,Cluster 36,38.85634379,-76.96996841
2025-11-04 15:19:26+00:00,DAY,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 4TH STREET NE,6,6C,8301,Cluster 25,38.89672788,-77.00057108
2025-11-06 23:03:12+00:00,EVENING,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF L STREET NW,2,2C,10700,Cluster 6,38.90374286,-77.04256478
2025-11-08 12:42:57+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,5100 - 5199 BLOCK OF EASTERN AVENUE NE,5,5A,9508,Cluster 19,38.95487501,-76.98861095
2025-11-13 23:14:42+00:00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,700 - 899 BLOCK OF 3RD STREET SW,6,6D,10500,Cluster 9,38.88028138,-77.0151865
2025-11-15 15:15:44+00:00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF W STREET NW,1,1B,4300,Cluster 3,38.9191859,-77.03328404
2025-11-15 18:12:30+00:00,DAY,OTHERS,BURGLARY,600 - 699 BLOCK OF H STREET NW,2,2C,5801,Cluster 8,38.89981191,-77.0209122
2025-11-15 21:30:49+00:00,EVENING,OTHERS,THEFT/OTHER,1800 - 1817 BLOCK OF 13TH STREET SE,8,8A,7601,Cluster 34,38.86790442,-76.98704386
2025-11-03 14:56:13+00:00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,1,1B,3500,Cluster 3,38.91723646,-77.02294573
2025-11-20 22:43:32+00:00,EVENING,OTHERS,THEFT F/AUTO,2206 - 2399 BLOCK OF RHODE ISLAND AVENUE NE,5,5B,9400,Cluster 22,38.93063473,-76.97290887
2025-11-22 15:12:21+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4100 - 4276 BLOCK OF EAST CAPITOL STREET,7,7F,9603,Cluster 32,38.88977823,-76.94139416
2025-11-23 23:34:58+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1811 - 1852 BLOCK OF COLUMBIA ROAD NW,1,1C,4002,Cluster 1,38.92170516,-77.04345168
2025-11-21 01:15:35+00:00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,1,1B,3500,Cluster 3,38.91723646,-77.02294573
2025-11-22 08:59:16+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 2699 BLOCK OF PECAN STREET SE,8,8C,10400,Cluster 43,38.85004611,-76.99410861
2025-11-03 23:22:12+00:00,EVENING,OTHERS,THEFT/OTHER,4227 - 4399 BLOCK OF CONNECTICUT AVENUE NW,3,3F,1303,Cluster 12,38.94486864,-77.06391585
2025-11-02 00:47:29+00:00,EVENING,GUN,ROBBERY,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,2,2E,202,Cluster 4,38.90560134,-77.06282229
2025-11-27 21:12:02+00:00,EVENING,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,3,3E,1100,Cluster 11,38.94924665,-77.08029824
2025-11-17 20:34:09+00:00,EVENING,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF CATHEDRAL AVENUE NW,3,3C,501,Cluster 15,38.92795019,-77.05343394
2025-11-17 22:33:29+00:00,EVENING,OTHERS,THEFT/OTHER,6300 - 6399 BLOCK OF SOUTHERN AVENUE NE,7,7C,7808,Cluster 31,38.89237366,-76.91001188
2025-11-26 16:01:58+00:00,DAY,OTHERS,THEFT/OTHER,3000 - 3379 BLOCK OF ORDWAY STREET NW,3,3C,600,Cluster 15,38.93629102,-77.0634333
2025-11-01 16:31:12+00:00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF E STREET NW,2,2C,5802,Cluster 8,38.89613147,-77.02497517
2025-11-04 23:33:51+00:00,EVENING,OTHERS,THEFT/OTHER,1900 - 1917 BLOCK OF 13TH STREET NW,1,1B,4402,Cluster 3,38.91592938,-77.0296237
2025-11-04 22:18:19+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2814 - 2899 BLOCK OF 28TH STREET SE,8,8B,7502,Cluster 36,38.8557359,-76.96857232
2025-11-11 18:31:42+00:00,DAY,OTHERS,THEFT/OTHER,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,4B,1901,Cluster 17,38.96197956,-77.02794983
2025-11-12 05:04:44+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,3,3D,903,Cluster 13,38.94512631,-77.09578162
2025-11-12 02:51:26+00:00,EVENING,OTHERS,THEFT/OTHER,5100 - 5199 BLOCK OF 9TH STREET NW,4,4D,2101,Cluster 18,38.95243801,-77.02557623
2025-11-14 01:33:45+00:00,EVENING,OTHERS,THEFT F/AUTO,901 - 999 BLOCK OF L STREET NE,6,6A,8410,Cluster 25,38.9037233,-76.99307511
2025-11-16 13:54:46+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1599 BLOCK OF JUNIPER STREET NW,4,4A,1600,Cluster 16,38.98321245,-77.03487589
2025-11-19 14:48:39+00:00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF C STREET SE,7,7D,6802,Cluster 26,38.88535188,-76.98149074
2025-11-20 05:38:40+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF 12TH STREET NE,5,5B,9301,Cluster 22,38.93402132,-76.99111756
2025-11-04 18:59:46+00:00,DAY,OTHERS,ROBBERY,6900 - 6999 BLOCK OF 6TH STREET NW,4,4B,1702,Cluster 17,38.97419936,-77.0214156
2025-11-06 12:46:18+00:00,DAY,OTHERS,THEFT/OTHER,4900 - 4999 BLOCK OF A STREET SE,7,7E,9904,Cluster 33,38.88816758,-76.93121532
2025-11-08 03:13:39+00:00,EVENING,OTHERS,THEFT/OTHER,14TH STREET NW AND N STREET NW,2,2F,5003,Cluster 7,38.90723932,-77.03195068
2025-11-09 20:42:40+00:00,EVENING,OTHERS,THEFT F/AUTO,2100 - 2148 BLOCK OF QUEENS CHAPEL ROAD NE,5,5C,11100,Cluster 22,38.91912162,-76.97240933
2025-11-11 03:43:12+00:00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,3,3C,1304,Cluster 15,38.93482428,-77.05808053
2025-11-19 03:27:39+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2600 - 2657 BLOCK OF DOUGLASS PLACE SE,8,8B,7406,Cluster 37,38.85641844,-76.99033812
2025-11-20 14:13:28+00:00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF 43RD ROAD NE,7,7F,7803,Cluster 33,38.89267906,-76.94070344
2025-11-20 15:00:08+00:00,DAY,OTHERS,THEFT/OTHER,6707 - 6799 BLOCK OF 14TH STREET NW,4,4A,1804,Cluster 17,38.97188431,-77.03341494
2025-11-23 18:54:50+00:00,DAY,OTHERS,THEFT/OTHER,2900 - 2999 BLOCK OF LANGSTON PLACE SE,8,8B,7408,Cluster 36,38.85477919,-76.9740189
2025-11-27 00:22:29+00:00,EVENING,OTHERS,ROBBERY,4701 - 4799 BLOCK OF MINNESOTA AVENUE NE,7,7C,7806,Cluster 31,38.90776615,-76.93442511
2025-11-17 20:04:22+00:00,EVENING,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,6,6D,10201,Cluster 9,38.87786661,-77.01763474
2025-11-17 21:34:00+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,2,2C,10700,Cluster 6,38.90423795,-77.0402985
2025-11-26 12:32:31+00:00,DAY,OTHERS,THEFT/OTHER,944 - 967 BLOCK OF FLORIDA AVENUE NW,1,1B,4401,Cluster 3,38.91955531,-77.02508923
2025-10-31 09:28:59+00:00,MIDNIGHT,OTHERS,ROBBERY,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,5,5D,8903,Cluster 23,38.9015468,-76.97993763
2025-11-02 20:38:16+00:00,EVENING,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF I STREET NW,2,2A,10800,Cluster 5,38.90069883,-77.04947603
2025-11-20 01:33:13+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1299 BLOCK OF IRVING STREET NW,1,1A,3000,Cluster 2,38.928632,-77.02860647
2025-11-20 06:36:38+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1900 - 2099 BLOCK OF MARYLAND AVENUE NE,5,5D,8903,Cluster 23,38.90347863,-76.97519277
2025-11-22 01:57:00+00:00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,100 - 199 BLOCK OF JOLIET STREET SW,8,8D,10900,Cluster 39,38.81938735,-77.00890976
2025-11-23 16:31:13+00:00,DAY,OTHERS,BURGLARY,1 - 99 BLOCK OF QUINCY PLACE NW,5,5E,3302,Cluster 21,38.91185903,-77.0102543
2025-11-27 17:28:23+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4000 - 4099 BLOCK OF 21ST STREET NE,5,5B,9400,Cluster 24,38.93897909,-76.97520222
2025-11-04 01:40:56+00:00,EVENING,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF 13TH STREET NW,1,1A,2900,Cluster 2,38.93542768,-77.02972707
2025-11-05 12:20:11+00:00,DAY,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF 5TH STREET SE,8,8C,9804,Cluster 39,38.84010593,-76.9995086
2025-11-05 15:31:37+00:00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF WILLARD STREET NW,2,2B,4201,Cluster 6,38.91628705,-77.04006443
2025-11-05 22:48:24+00:00,EVENING,OTHERS,THEFT/OTHER,4550 - 4596 BLOCK OF MACARTHUR BOULEVARD NW,3,3D,802,Cluster 13,38.9095028,-77.08801635
2025-11-26 12:02:28+00:00,DAY,OTHERS,THEFT/OTHER,1810 - 1828 BLOCK OF NEW HAMPSHIRE AVENUE NW,2,2B,4201,Cluster 6,38.91473944,-77.03866502
2025-11-14 03:15:27+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF DAHLIA STREET NW,4,4A,10300,Cluster 40,38.97580503,-77.02727045
2025-11-12 03:47:16+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4400 - 4499 BLOCK OF SOUTH CAPITOL STREET,8,8D,9807,Cluster 39,38.82560073,-77.00705007
2025-11-13 05:37:41+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1726 - 1799 BLOCK OF NEW HAMPSHIRE AVENUE NW,2,2B,5302,Cluster 6,38.91372379,-77.03961377
2025-11-13 13:29:36+00:00,DAY,OTHERS,THEFT F/AUTO,7500 - 7699 BLOCK OF EASTERN AVENUE NW,4,4B,10300,Cluster 17,38.98231082,-77.02372715
2025-11-19 22:18:11+00:00,EVENING,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,3,3A,1002,Cluster 14,38.93475141,-77.07328988
2025-11-20 12:13:46+00:00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF 9TH STREET NW,2,2C,5802,Cluster 8,38.90147787,-77.02398606
2025-11-24 19:18:27+00:00,DAY,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF M STREET NW,2,2E,102,Cluster 4,38.90524579,-77.05755932
2025-11-25 21:34:40+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF NEW JERSEY AVENUE NW,6,6E,4702,Cluster 8,38.90191699,-77.01351256
2025-11-26 04:08:43+00:00,MIDNIGHT,OTHERS,ROBBERY,HAWAII AVENUE NE AND VARNUM STREET NE,5,5A,9510,Cluster 19,38.94290203,-77.00143393
2025-11-14 14:26:17+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3400 - 3499 BLOCK OF 9TH STREET NE,5,5B,9301,Cluster 21,38.93191246,-76.99365354
2025-11-11 17:09:42+00:00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,1100 - 1221 BLOCK OF ASPEN STREET NW,4,4A,1804,Cluster 17,38.97226217,-77.02772595
2025-11-12 00:08:40+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,6900 - 7099 BLOCK OF GEORGIA AVENUE NW,4,4B,10300,Cluster 17,38.97471389,-77.02677553
2025-10-31 17:48:28+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1253 BLOCK OF 1ST STREET SE,8,8F,7201,Cluster 27,38.87593927,-77.00586656
2025-11-02 17:32:03+00:00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,6,6C,10602,Cluster 25,38.90564594,-77.00255001
2025-11-03 22:52:14+00:00,EVENING,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF MONTELLO AVENUE NE,5,5D,8802,Cluster 23,38.9067853,-76.98736102
2025-11-10 03:11:20+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2200 - 2299 BLOCK OF M STREET NE,5,5D,8903,Cluster 23,38.90562291,-76.97170067
2025-11-10 13:25:13+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,5000 - 5099 BLOCK OF 41ST STREET NW,3,3E,1100,Cluster 11,38.95532858,-77.08030336
2025-11-10 22:57:02+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4470 - 4599 BLOCK OF C STREET SE,7,7E,9907,Cluster 33,38.88654954,-76.93835734
2025-11-17 22:01:47+00:00,EVENING,OTHERS,THEFT/OTHER,1220 - 1281 BLOCK OF BRENTWOOD ROAD NE,5,5C,9102,Cluster 22,38.92259531,-76.9884753
2025-11-06 22:00:31+00:00,EVENING,OTHERS,THEFT/OTHER,1800 - 1810 BLOCK OF COLUMBIA ROAD NW,1,1C,4001,Cluster 1,38.9224915,-77.04294961
2025-11-13 16:56:20+00:00,DAY,OTHERS,THEFT F/AUTO,6600 - 6699 BLOCK OF 7TH STREET NW,4,4B,1702,Cluster 17,38.97059966,-77.02244882
2025-11-13 23:59:14+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF M STREET NW,2,2G,4802,Cluster 8,38.90564375,-77.01755283
2025-11-14 19:06:09+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3000 - 3099 BLOCK OF 13TH STREET NW,1,1A,3000,Cluster 2,38.92813609,-77.02970765
2025-11-15 16:58:58+00:00,DAY,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF 42ND STREET NW,3,3E,1100,Cluster 11,38.95532918,-77.08202655
2025-11-15 23:53:39+00:00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,2,2B,5303,Cluster 6,38.9096429,-77.03750663
2025-11-03 14:04:27+00:00,DAY,OTHERS,BURGLARY,1700 - 1799 BLOCK OF K STREET NW,2,2C,10700,Cluster 6,38.90252492,-77.04056719
2025-11-04 23:34:44+00:00,EVENING,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF KENTUCKY AVENUE SE,6,6B,6900,Cluster 26,38.88473013,-76.98602901
2025-11-11 21:27:52+00:00,EVENING,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,3,3A,1002,Cluster 14,38.93475141,-77.07328988
